jam_penggunaan_media_sosial,jam_bermain_game,jam_streaming,jam_pemakaian_aplikasi_pesan,level_stress,kategori
2.41,2.59,2.23,1.55,21.31,tidak stress
2.14,1.37,2.42,0.72,67.87,stress
2.2,1.06,1.08,0.97,80.48,stress
3.14,2.38,2.06,0.75,10.13,tidak stress
3.08,1.84,0.68,1.85,50.76,stress
1.6,2.72,2.57,1.37,57.3,stress
2.41,2.84,1.13,1.82,41.3,tidak stress
2.69,1.59,2.53,1.68,61.6,stress
2.27,1.32,2.3,1.0,57.89,stress
4.32,2.4,3.02,0.95,30.1,tidak stress
1.91,3.2,2.5,1.55,70.65,stress
2.99,1.46,1.84,2.11,48.78,tidak stress
0.0,2.01,2.78,1.55,45.24,tidak stress
1.32,3.05,2.02,2.04,95.31,stress
2.85,0.64,0.35,2.89,7.25,tidak stress
0.54,2.1,1.16,1.59,76.9,stress
3.84,0.62,1.37,1.69,13.93,tidak stress
3.24,0.0,2.48,0.74,41.04,tidak stress
2.89,2.11,0.68,0.8,47.98,tidak stress
2.07,1.3,2.38,1.56,10.66,tidak stress
0.89,1.05,1.92,0.72,92.96,stress
1.65,0.56,1.08,1.47,96.96,stress
1.95,1.59,2.7,1.76,85.15,stress
1.79,2.47,2.64,1.74,7.51,tidak stress
1.97,1.02,2.14,0.69,92.56,stress
2.92,2.32,1.71,1.39,6.15,tidak stress
0.22,0.46,1.43,2.03,20.2,tidak stress
3.59,0.69,4.13,1.07,10.21,tidak stress
2.9,0.32,0.64,1.95,59.43,stress
2.53,2.45,0.56,1.2,15.14,tidak stress
2.56,0.1,3.09,1.5,8.96,tidak stress
2.71,1.84,2.77,1.25,61.73,stress
2.71,1.54,2.52,1.27,30.07,tidak stress
0.31,2.73,0.81,1.65,25.56,tidak stress
1.82,2.43,4.2,1.22,7.76,tidak stress
3.0,1.22,1.81,2.07,7.92,tidak stress
2.15,2.34,2.75,1.5,1.85,tidak stress
2.11,1.73,2.38,1.09,88.64,stress
3.12,2.8,3.22,1.97,88.39,stress
1.42,2.79,2.91,0.6,16.65,tidak stress
1.26,2.11,2.02,1.81,93.59,stress
2.48,0.0,1.82,1.76,20.95,tidak stress
2.95,1.98,2.26,2.16,56.95,stress
2.75,1.86,1.47,1.24,1.75,tidak stress
0.26,1.18,3.41,1.5,16.95,tidak stress
1.37,2.88,3.69,1.83,72.65,stress
0.51,2.24,2.19,1.36,26.76,tidak stress
0.19,1.58,3.05,0.51,42.24,tidak stress
1.74,1.27,1.03,1.8,59.02,stress
1.82,3.54,1.8,1.72,50.2,stress
2.23,0.7,2.18,1.71,84.6,stress
1.7,2.34,1.81,1.68,97.63,stress
1.76,1.68,3.21,1.49,23.9,tidak stress
0.0,0.2,3.12,1.73,71.85,stress
2.21,1.19,0.99,1.48,67.46,stress
2.63,3.24,0.94,1.07,89.76,stress
1.48,1.19,3.52,1.18,72.99,stress
2.16,1.81,0.0,1.54,68.26,stress
3.05,0.91,0.18,0.81,63.91,stress
2.85,0.0,0.79,1.82,41.57,tidak stress
2.47,2.3,1.62,1.85,90.65,stress
3.54,2.97,3.48,1.97,3.27,tidak stress
2.21,0.6,1.42,1.23,40.31,tidak stress
0.0,2.3,2.1,1.31,2.1,tidak stress
1.67,0.0,1.5,0.98,75.45,stress
2.74,0.0,2.23,2.52,19.65,tidak stress
0.71,0.93,3.14,1.57,74.76,stress
3.93,0.45,3.1,1.05,93.51,stress
0.54,1.54,0.61,1.81,18.46,tidak stress
2.22,1.39,0.66,1.15,27.64,tidak stress
1.19,2.44,1.41,2.31,88.87,stress
2.3,2.83,2.69,2.12,93.46,stress
1.35,1.66,1.09,2.0,92.12,stress
0.8,0.52,0.76,1.54,96.52,stress
1.16,0.0,1.07,1.72,16.6,tidak stress
2.11,0.48,2.27,1.32,2.2,tidak stress
0.83,1.36,1.7,1.81,58.62,stress
2.38,3.14,1.68,2.12,14.63,tidak stress
1.83,1.59,2.33,1.5,38.99,tidak stress
0.99,0.73,5.0,1.97,73.43,stress
1.96,1.38,1.66,0.11,69.12,stress
4.31,0.0,2.94,2.44,19.13,tidak stress
2.27,3.39,2.83,1.73,81.94,stress
3.33,1.75,2.28,1.06,2.78,tidak stress
0.57,0.52,0.7,1.48,68.55,stress
1.7,1.5,0.84,1.29,31.37,tidak stress
0.46,2.84,2.44,0.09,36.45,tidak stress
1.62,1.44,3.0,0.55,35.28,tidak stress
3.7,0.0,1.01,1.35,35.36,tidak stress
1.13,0.11,1.34,1.94,26.74,tidak stress
2.81,0.0,1.41,1.65,78.26,stress
2.61,0.9,3.63,1.44,76.74,stress
1.46,1.33,2.57,1.49,35.61,tidak stress
1.89,1.89,2.22,1.51,53.23,stress
3.24,2.4,1.37,1.47,30.69,tidak stress
1.93,0.64,2.17,0.3,18.44,tidak stress
2.67,1.05,1.89,1.32,40.71,tidak stress
0.24,2.36,1.34,2.17,33.53,tidak stress
0.83,1.98,3.65,0.63,17.8,tidak stress
0.87,2.16,0.61,2.07,6.85,tidak stress
2.7,0.12,2.08,1.54,29.37,tidak stress
3.21,1.31,2.92,1.79,22.98,tidak stress
4.02,2.24,1.8,2.09,78.51,stress
1.62,1.03,1.62,1.66,44.29,tidak stress
1.8,1.67,1.73,1.47,97.14,stress
1.55,2.37,0.91,2.0,94.41,stress
2.02,0.66,1.73,1.48,37.2,tidak stress
2.49,0.0,4.07,2.34,39.64,tidak stress
1.07,0.94,1.01,0.8,36.21,tidak stress
3.0,0.63,2.54,1.72,11.32,tidak stress
1.25,2.84,0.39,1.91,71.05,stress
1.38,1.2,0.0,2.37,2.78,tidak stress
2.16,1.86,0.52,1.06,89.19,stress
2.77,1.83,1.69,0.94,90.55,stress
4.06,3.2,2.98,1.3,99.28,stress
3.3,1.01,2.17,1.38,64.9,stress
1.58,2.56,2.36,1.04,72.62,stress
1.18,1.43,1.8,1.58,87.42,stress
3.11,1.06,0.16,1.61,38.19,tidak stress
2.21,2.36,3.62,1.21,77.79,stress
2.37,3.24,2.96,1.78,39.82,tidak stress
1.04,2.78,1.0,1.29,90.37,stress
3.82,0.38,2.82,0.38,69.88,stress
2.22,0.85,1.4,1.25,73.27,stress
2.47,3.71,2.84,2.11,21.88,tidak stress
1.91,2.35,2.19,1.62,87.32,stress
2.68,1.68,1.88,2.07,36.41,tidak stress
2.0,2.79,1.62,2.14,97.56,stress
1.49,1.85,0.96,2.06,55.02,stress
2.72,0.16,3.91,1.88,86.93,stress
0.69,2.25,0.84,0.46,30.83,tidak stress
1.57,1.39,2.77,1.2,35.98,tidak stress
3.07,1.8,0.09,1.43,3.45,tidak stress
0.77,0.86,1.53,1.21,71.53,stress
3.0,0.74,2.14,1.84,43.19,tidak stress
2.44,0.79,1.22,1.94,63.41,stress
2.17,2.96,3.62,2.1,86.54,stress
2.19,2.03,2.08,0.6,79.15,stress
0.38,1.59,0.84,1.07,17.89,tidak stress
1.06,1.17,2.98,2.15,92.79,stress
1.89,1.47,3.59,1.63,66.18,stress
1.01,1.39,0.74,1.44,28.16,tidak stress
2.6,2.15,2.1,2.47,51.56,stress
3.18,0.0,1.09,1.5,77.06,stress
2.0,0.63,2.2,1.63,98.44,stress
0.55,1.19,2.42,1.16,60.21,stress
1.74,0.4,1.35,0.89,38.14,tidak stress
0.26,0.23,3.2,1.6,71.0,stress
2.28,1.77,3.76,2.08,27.72,tidak stress
0.92,0.97,3.29,0.46,87.14,stress
2.33,1.64,0.98,1.18,1.7,tidak stress
3.94,2.37,1.8,1.33,13.95,tidak stress
1.85,1.8,2.83,1.86,45.63,tidak stress
1.22,0.76,2.24,1.56,65.14,stress
2.3,1.52,2.13,0.88,84.31,stress
1.11,1.69,1.81,1.38,40.7,tidak stress
1.05,0.79,1.87,1.9,28.6,tidak stress
1.67,0.04,1.63,1.87,41.78,tidak stress
1.44,2.39,0.0,1.58,20.8,tidak stress
1.08,1.76,0.71,2.16,64.51,stress
2.49,1.88,2.26,2.04,22.1,tidak stress
2.88,0.85,2.43,1.62,83.11,stress
2.1,1.12,1.38,2.2,3.39,tidak stress
0.28,1.25,1.23,1.62,29.5,tidak stress
1.19,1.51,2.08,1.96,80.37,stress
3.2,0.0,0.89,1.78,56.14,stress
